"","cigar","D2_reads","D14_reads","D2_reads_per_thousand","D14_reads_per_thousand","D14_D2_ratio","rep","frame","ratio_normalised","log2_ratio_normalised"
"22","91M3I137M",202,246,2.35428491509,3.8010476058,1.61452319617,"r1","In-frame",0.926444341284231,-0.110223789941084
"23","84M15D129M",188,292,2.19111665365,4.51181260526,2.05913847523,"r1","In-frame",1.18157310642727,0.240708894666972
"24","83M11D134M",162,114,1.8880898824,1.76146108562,0.932932855599,"r1","Frameshift",0.5353347458359,-0.901486801251184
"25","90M3D135M",155,236,1.80650575168,3.64653347549,2.01855624987,"r1","In-frame",1.15828624803423,0.211991831553956
"26","84M9D135M",146,193,1.70161186933,2.98212271512,1.75252815808,"r1","In-frame",1.00563423235174,0.00810566585305795
"27","86M5D137M",138,62,1.60837286279,0.957987607967,0.595625324284,"r1","Frameshift",0.341781222169814,-1.54885495892267
"28","88M1D139M",127,27,1.4801692288,0.417188151856,0.281851658405,"r1","Frameshift",0.161731881356874,-2.62832399714086
"29","89M8D131M",125,100,1.45685947716,1.54514130317,1.06059735163,"r1","Frameshift",0.608591079477557,-0.7164549074164
"30","75M30D123M",123,146,1.43354972553,2.25590630263,1.57365054205,"r1","In-frame",0.902990829304615,-0.147216758990684
"31","91M7D130M",112,56,1.30534609154,0.865279129776,0.662873344767,"r1","Frameshift",0.380369424672469,-1.39452681253285
"32","83M8D137M",112,45,1.30534609154,0.695313586427,0.532666080617,"r1","Frameshift",0.305654001969328,-1.71002863825898
"33","87M6D135M",110,211,1.2820363399,3.26024814969,2.54302319538,"r1","In-frame",1.45923542919868,0.545212662650332
"34","87M12D129M",102,90,1.18879733336,1.39062717285,1.16977649077,"r1","In-frame",0.67124016118941,-0.575099058168863
"35","89M1I139M",94,51,1.09555832683,0.788022064618,0.719288097514,"r1","Frameshift",0.412741290602541,-1.27669032223724
"36","90M5D133M",93,29,1.08390345101,0.44809097792,0.413404881683,"r1","Frameshift",0.237219641193787,-2.07570462851207
"37","72M19D137M",93,56,1.08390345101,0.865279129776,0.79829908187,"r1","Frameshift",0.458079307132472,-1.12633070158316
"38","84M7D137M",90,57,1.04893882356,0.880730542808,0.839639570039,"r1","Frameshift",0.481801271252253,-1.0534898946964
"39","90M5I138M",83,35,0.967354692836,0.54079945611,0.55904980884,"r1","Frameshift",0.320793490687832,-1.64028322693387
"40","91M10D127M",82,33,0.955699817018,0.509896630047,0.533532204325,"r1","Frameshift",0.306151000346329,-1.70768469779156
"41","91M11D126M",77,36,0.897425437932,0.556250869142,0.619829621081,"r1","Frameshift",0.355670111382146,-1.49138835178504
"42","89M12D127M",77,71,0.897425437932,1.09705032525,1.22244175269,"r1","In-frame",0.701460497449539,-0.511566233719756
"43","92M5I136M",76,35,0.885770562115,0.54079945611,0.610541238602,"r1","Frameshift",0.350340259567216,-1.51317130902954
"44","64M34D130M",73,31,0.850805934663,0.478993803983,0.562988320213,"r1","Frameshift",0.323053483968359,-1.63015506102616
"45","75M26D127M",72,51,0.839151058845,0.788022064618,0.939070571754,"r1","Frameshift",0.538856684953094,-0.892026472002512
"46","91M8D129M",70,28,0.815841307211,0.432639564888,0.530298675814,"r1","Frameshift",0.304295539738205,-1.71645490741912
"47","79M11D138M",68,16,0.792531555576,0.247222608508,0.311940397538,"r1","Frameshift",0.178997376316793,-2.48198965378047
"48","91M4I137M",63,42,0.73425717649,0.648959347332,0.883831126357,"r1","Frameshift",0.507159232897199,-0.979489313252369
"49","70M32D126M",63,11,0.73425717649,0.169965543349,0.231479580712,"r1","Frameshift",0.132827418139429,-2.91237511739724
"50","126M1I102M",54,70,0.629363294134,1.08159891222,1.71856052347,"r1","Frameshift",0.986142952854547,-0.0201312977513521
"51","77M13D138M",54,30,0.629363294134,0.463542390952,0.73652593863,"r1","Frameshift",0.422632694080521,-1.2425237190878
"52","88M1I140M",53,12,0.617708418317,0.185416956381,0.300169061781,"r1","Frameshift",0.172242758342087,-2.53748476637625
"53","86M22D120M",53,32,0.617708418317,0.494445217015,0.800450831417,"r1","Frameshift",0.45931402224614,-1.12244726709561
"54","88M13D127M",51,38,0.594398666682,0.587153695205,0.987811258869,"r1","Frameshift",0.566825025002414,-0.819024641059984
"55","64M27D137M",50,72,0.582743790865,1.11250173828,1.90907523293,"r1","In-frame",1.0954639430573,0.131541999135522
"56","72M26D130M",47,28,0.547779163413,0.432639564888,0.789806538446,"r1","Frameshift",0.453206123014128,-1.14176074215249
"57","73M23D132M",44,23,0.512814535961,0.35538249973,0.693003951348,"r1","Frameshift",0.397658943976154,-1.33039647511171
"58","76M18D134M",43,49,0.501159660144,0.757119238554,1.5107345997,"r1","In-frame",0.866888456229398,-0.206081723121202
"59","91M1I137M",12414,7208,148.347314835,89.9010938299,0.606017668268,"r2","Frameshift",0.347744548246203,-1.52390019774693
"60","90M1I138M",3550,2036,42.4225042423,25.3938161817,0.598593049498,"r2","Frameshift",0.343484159753813,-1.5416845261833
"61","87M9D132M",2186,3650,26.1227026123,45.524277536,1.7427093288,"r2","In-frame",1,0
"62","90M1D137M",2097,1257,25.0591525059,15.6778128391,0.625632205055,"r2","Frameshift",0.35899974523336,-1.47794527465714
"63","91M2I137M",1461,771,17.4589517459,9.61622410417,0.550790462344,"r2","Frameshift",0.316054119434402,-1.66175647586971
"64","89M2D137M",1219,751,14.5670514567,9.36677600808,0.643011115593,"r2","Frameshift",0.368972097048317,-1.43841637608708
"65","77M16D135M",775,511,9.26125092613,6.37339885503,0.688179049015,"r2","Frameshift",0.394890322581144,-1.34047608220499
"66","90M2D136M",742,441,8.86690088669,5.50033051873,0.62032164214,"r2","Frameshift",0.355952442492026,-1.49024359404439
"67","90M2I138M",565,324,6.75175067518,4.04105915662,0.598520198839,"r2","Frameshift",0.343442356649993,-1.54186011739781
"68","86M8D134M",557,298,6.65615066562,3.7167766317,0.558397310761,"r2","Frameshift",0.320419074789427,-1.64196805985928
"69","90M9D129M",486,826,5.80770058077,10.3022063684,1.77388731136,"r2","In-frame",1.01789052370625,0.0255824048328345
"70","87M3D138M",442,717,5.28190052819,8.94271424473,1.69308645572,"r2","In-frame",0.971525444742889,-0.0416763136689557
"71","91M1D136M",371,225,4.43345044335,2.80629108098,0.63298126749,"r2","Frameshift",0.363216778053206,-1.46109724838441
"72","79M13D136M",364,273,4.34980043498,3.40496651159,0.782786834129,"r2","Frameshift",0.449178082192292,-1.15464056226004
"73","89M2I139M",314,195,3.75230037523,2.43211893685,0.648167442273,"r2","Frameshift",0.371930896083122,-1.42689349812192
"74","87M4D137M",288,118,3.44160034416,1.47174376692,0.427633548274,"r2","Frameshift",0.245384322679022,-2.02688501506226
"75","126M1D101M",287,412,3.42965034297,5.1386307794,1.49829582189,"r2","Frameshift",0.859750847217707,-0.218009462470647
"76","84M6D138M",240,402,2.8680002868,5.01390673136,1.74822392956,"r2","In-frame",1.00316438356578,0.00455803259352787
"77","84M15D129M",212,311,2.53340025334,3.87891789416,1.53111135481,"r2","In-frame",0.878581028693006,-0.186752747409815
"78","84M8D136M",186,120,2.22270022227,1.49668857652,0.673365018606,"r2","Frameshift",0.386389748122636,-1.37187127847983
"79","90M6D132M",185,295,2.21075022108,3.67935941729,1.66430353923,"r2","In-frame",0.955009255832705,-0.0664133792476322
"80","87M5D136M",183,106,2.18685021869,1.32207490926,0.604556680639,"r2","Frameshift",0.346906205554823,-1.52738244670154
"81","91M3I137M",178,353,2.12710021271,4.40275889594,2.0698408423,"r2","In-frame",1.18771432968988,0.248187879321042
"82","90M3D135M",151,205,1.80445018045,2.5568429849,1.41696513021,"r2","In-frame",0.8130817381839,-0.298527702802289
"83","89M8D131M",146,112,1.74470017447,1.39690933809,0.800658679658,"r2","Frameshift",0.45943328954882,-1.12207269980191
"84","87M6D135M",136,250,1.62520016252,3.11810120109,1.91859518169,"r2","In-frame",1.10092667204066,0.138718380431513
"85","84M9D135M",133,237,1.58935015894,2.95595993864,1.85985443297,"r2","In-frame",1.06722010505944,0.093857750417305
"86","89M1I139M",107,49,1.27865012787,0.611147835414,0.47796330059,"r2","Frameshift",0.274264498784269,-1.86636020526613
"87","83M11D134M",102,79,1.21890012189,0.985319979545,0.808368103219,"r2","Frameshift",0.463857104486627,-1.10824765677413
"88","86M5D137M",100,53,1.1950001195,0.661037454632,0.553169362785,"r2","Frameshift",0.317419178082843,-1.6555387981914
"89","72M19D137M",92,74,1.09940010994,0.922957955523,0.839510517762,"r2","Frameshift",0.481727218583303,-1.05371165340846
"90","79M11D138M",90,39,1.07550010755,0.48642378737,0.452276837497,"r2","Frameshift",0.259525114155686,-1.94605394044784
"91","87M12D129M",86,131,1.02770010277,1.63388502937,1.58984612823,"r2","In-frame",0.912284166932613,-0.132444816146743
"92","75M30D123M",85,212,1.01575010158,2.64414981853,2.60314994252,"r2","In-frame",1.4937373086265,0.57892645544693
"93","90M5D133M",83,55,0.991850099185,0.68598226424,0.691618889592,"r2","Frameshift",0.396864169005303,-1.33328278080322
"94","84M7D137M",82,76,0.97990009799,0.947902765132,0.967346331607,"r2","Frameshift",0.555081857668771,-0.849227554155051
"95","83M8D137M",82,66,0.97990009799,0.823178717088,0.840063919554,"r2","Frameshift",0.482044771133723,-1.05276094823923
"96","91M8D129M",77,42,0.920150092015,0.523841001784,0.569299515731,"r2","Frameshift",0.326674968867591,-1.61407218089526
"97","88M1D139M",75,79,0.896250089625,0.985319979545,1.09938062038,"r2","Frameshift",0.630845662103052,-0.66464100529568
"98","64M34D130M",75,42,0.896250089625,0.523841001784,0.58448083615,"r2","Frameshift",0.335386301370444,-1.57610433069746
"99","91M10D127M",74,59,0.88430008843,0.735871883458,0.832151769615,"r2","Frameshift",0.477504627916352,-1.06641337924763
"100","91M7D130M",74,37,0.88430008843,0.461478977762,0.52185788942,"r2","Frameshift",0.299452054795244,-1.73960306297935
"101","92M5I136M",70,62,0.83650008365,0.773289097871,0.924433975543,"r2","Frameshift",0.530457925636716,-0.914689769539003
"102","91M4I137M",62,39,0.74090007409,0.48642378737,0.656530893141,"r2","Frameshift",0.376730004419656,-1.40839715450462
"103","88M13D127M",62,31,0.74090007409,0.386644548935,0.52185788942,"r2","Frameshift",0.299452054795244,-1.73960306297935
"104","77M13D138M",59,19,0.705050070505,0.236975691283,0.336111860982,"r2","Frameshift",0.192867425122147,-2.37431859889921
"105","73M23D132M",58,30,0.69310006931,0.374172144131,0.539852989055,"r2","Frameshift",0.309777987719118,-1.69069346249887
"106","91M11D126M",57,23,0.681150068115,0.286865310501,0.421148472163,"r2","Frameshift",0.241663061764291,-2.04893112108882
"107","90M5I138M",56,56,0.66920006692,0.698454669045,1.04371577884,"r2","Frameshift",0.598904109590488,-0.739603062979353
"108","89M3D136M",56,43,0.66920006692,0.536313406588,0.801424615894,"r2","In-frame",0.459872798434979,-1.12069323033666
"109","75M26D127M",56,30,0.66920006692,0.374172144131,0.55913345295,"r2","Frameshift",0.320841487280618,-1.64006738942844
"110","89M12D127M",54,105,0.64530006453,1.30960250446,2.02944734774,"r2","In-frame",1.16453576864562,0.219754952520142
"111","90M3I138M",49,59,0.585550058555,0.735871883458,1.25671899901,"r2","In-frame",0.721129438077523,-0.471669857734359
"112","79M12D137M",48,86,0.57360005736,1.07262681318,1.86999077042,"r2","In-frame",1.073036529682,0.101699191000299
"113","79M20D129M",48,33,0.57360005736,0.411589358544,0.717554597952,"r2","Frameshift",0.411746575343173,-1.28017144434306
"114","64M27D137M",46,69,0.54970005497,0.860595931502,1.56557366826,"r2","In-frame",0.898356164385732,-0.154640562258196
"115","91M12D125M",45,79,0.537750053775,0.985319979545,1.83230103396,"r2","In-frame",1.0514094368346,0.0723245888652806
"116","75M16D137M",45,19,0.537750053775,0.236975691283,0.44067999551,"r2","Frameshift",0.25287062404919,-1.98352864586617
